"063","BORDEAUX",""
"314","PAUILLAC",""
"145","LUNEL",""
"172","MONTPELLIER",""
"284","SAINT
PONS",""
"093","DINARD",""
"115","FOUGERES",""
"213","PARAME",""
"236","REDON",""
"238","RENNES",""
"185","POCE
SUR","CISSE"
"225","ST
MARTIN
LE","BEAU"
"261","TOURS",""
